nombre-pelicula;año;tipo-largometraje;duracion-min;tipo-filme;color;director-01;idioma;consol-idioma;lugar-prod;consol-lugar-prod;pais-rodaje;consol-pais-rodaje;lugar-estreno;pais-estreno;sinopsis;Columna1;Columna2;Columna3;Columna4;Columna5;Columna6;Columna7;Columna8;Columna9;Columna10;Columna11;Columna12;Columna13;Columna14;Columna15;Columna16;Columna17;Columna18;Columna19;Columna20;Columna21;Columna22;Columna23;Columna24;Columna25;Columna26;Columna27;Columna28;Columna29;Columna30;Columna31;Columna32;Columna33;Columna34;Columna35;Columna36;Columna37;Columna38;Columna39;Columna40;Columna41;Columna42;Columna43;Columna44;Columna45;Columna46;Columna47;Columna48;Columna49;Columna50;Columna51;Columna52;Columna53;Columna54;Columna55;Columna56;Columna57;Columna58;Columna59;Columna60;Columna61;Columna62;Columna63;Columna64;Columna65;Columna66;Columna67;Columna68;Columna69;Columna70;Columna71;Columna72;Columna73;Columna74;Columna75;Columna76;Columna77;Columna78;Columna79;Columna80;Columna81;Columna82;Columna83;Columna84;Columna85;Columna86;Columna87;Columna88;Columna89;Columna90;Columna91;Columna92;Columna93;Columna94;Columna95;Columna96;Columna97;Columna98;Columna99;Columna100;Columna101;Columna102;Columna103;Columna104;Columna105;Columna106;Columna107;Columna108;Columna109;Columna110;Columna111;Columna112;Columna113;Columna114;Columna115;Columna116;Columna117;Columna118;Columna119;Columna120;Columna121;Columna122;Columna123;Columna124;Columna125;Columna126;Columna127;Columna128;Columna129;Columna130;Columna131;Columna132;Columna133;Columna134;Columna135;Columna136;Columna137;Columna138;Columna139;Columna140;Columna141;Columna142;Columna143;Columna144;Columna145;Columna146;Columna147;Columna148;Columna149;Columna150;Columna151;Columna152;Columna153;Columna154;Columna155;Columna156;Columna157;Columna158;Columna159;Columna160;Columna161;Columna162;Columna163;Columna164;Columna165;Columna166;Columna167;Columna168;Columna169;Columna170;Columna171;Columna172;Columna173;Columna174;Columna175;Columna176;Columna177;Columna178;Columna179;Columna180;Columna181;Columna182;Columna183;Columna184;Columna185;Columna186;Columna187;Columna188;Columna189;Columna190;Columna191;Columna192;Columna193;Columna194;Columna195;Columna196;Columna197;Columna198;Columna199;Columna200;Columna201;Columna202;Columna203;Columna204;Columna205;Columna206;Columna207;Columna208;Columna209;Columna210;Columna211;Columna212;Columna213;Columna214;Columna215;Columna216;Columna217;Columna218;Columna219;Columna220;Columna221;Columna222;Columna223;Columna224;Columna225;Columna226;Columna227;Columna228;Columna229;Columna230;Columna231;Columna232;Columna233;Columna234;Columna235;Columna236;Columna237;Columna238;Columna239;Columna240
Sánchez-Mosca (o El match Sánchez-Mosca) ;1922;Largometraje documental ;NI; 35mm ; Muda, Blanco & negro;No identificado;Español;Español;Chile;Chile;Chile;Chile;Teatro de la Comedia;Chile;"Largometraje sobre el match de box disputado entre el iquiqueñoChile Mosca y Manuel Sánchez, boxeador chileno ex Campeón Sudamericano. Los púgiles se habían enfrentado por primera vez enChile, y luego de la victoria de Mosca, se realizó una revancha en el Campo de Sports de Ñuñoa, en marzo de 1922, con la asistencia del Presidente Arturo Alessandri Palma y otras autoridades. En este último match filmado en detalle, volvió a vencer Mosca, posicionándose como nuevo ídolo, mientras que empieza la ruina de Sánchez, quien ese mismo año perdería el título, al ser vencido por Luis Vicentini. Cabe señalar que el Teatro de la Comedia, que compró la exclusividad de la película, funcionaba también como ring de box. Además, la casa productora a cargo, Artuffo-Cariola, filmó peleas históricas como Match de box Vicentini-Beiza de 1922 y Box: Vicentini-Fernández en 1923. Película perdida. (Del libro ""Sucesos recobrados. Filmografía del documental chileno (1897-1932)"", X. Vergara, A. Krebs, M. Morales, 2021).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El terremoto del norte (o Catástrofe del norte) ;1922;Largometraje documental ;60; 35 mm ; Muda, Blanco & negro;Manuel Seva;Español;Español;Chile;Chile;Chile;Chile;Teatros Setiembre y Brasil;Chile;"Largometraje sobre el terremoto que afectó a Vallenar y a otras zonas del norte. El Presidente Arturo Alessandri Palma viajó con una comitiva a la zona de la catástrofe. La película está perdida, pero en el filme 1500 Killed, 2000 Injured, disponible en el sitio web de British Pathé, pueden verse registros de esta misma catástrofe. (Del libro ""Sucesos recobrados. Filmografía del documental chileno (1897-1932)"", X. Vergara, A. Krebs, M. Morales, 2021).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El odio nada engendra ;1923;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Alberto Santana;Español;Español;Chile;Chile;Chile;Chile;Teatro Imperio;Chile;"Comedia de aventuras que tiene como trasfondo la Guerra del pacífico y sus consecuencias. La trama se basa en un supuesto conflicto armado en el continente debido al problema de Tacna y Arica, y los amores de un teniente con una joven de la alta sociedad. (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Almas perdidas ;1923;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Antonio Acevedo Hernández;Español;Español;Chile;Chile;Chile;Chile;NI;NI;El drama, la pasión y los conflictos originados en un conventillo donde el bien y el mal se encuentran simbolizados en un humilde y honrado muchacho y en un rufián que trata de arrebatarle el amor de una jovencita. Es la primera película con un desnudo femenino.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corazón de huaso (o Sol de estío) ;1923;Largometraje de ficción ;50; 35 mm ; Blanco & negro, Muda;Alberto Santana;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"La acción transcurre en un pequeño pueblo del sur, donde el ingeniero encargado del trazado del ferrocarril enamora y engaña a una humilde campesina. Le promete una vida maravillosa en la ciudad y ella, deslumbrada, abandona a su novio, un joven campesino. El muchacho se entera de que el ingeniero es casado y decide vengar la afrenta. El seductor es expulsado del pueblo y la pareja contrae matrimonio (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traición ;1923;Largometraje de ficción ;72; 35 mm ; Blanco & negro, Muda;Carlos Borcosque;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"La historia de los Merton es también la de su fortuna, obtenida gracias a especulaciones bursátiles. Bernardo, el secretario, aspira secretamente a ocupar algún día el lugar del señor Merton. En su estrategia juega un papel muy importante el cortejar a la dueña de casa y su hijastra, pero no cuenta con el chofer, hijo de una familia venida a menos, que sorprende su robo: un valioso collar. Esta intriga medular se desarrolla en varios episodios en el tiempo y en el espacio, que se resuelven en el matrimonio del chofer –ahora rico- con la señora Merton. (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Box: Vicentini-Fernández (o Campeonato sudamericano de box, Vicentini versus Fernández) ;1923;Largometraje documental ;70; 35 mm ; Blanco & negro, Muda;Carlos Cariola;Español;Español;Chile;Chile;Chile;Chile;Teatros Setiembre y Brasil;Chile;"Largometraje sobre el match por el título sudamericano de box de 1923, entre el chileno Luis Vicentini y el uruguayo Julio César Fernández. Además de la contienda realizada en los Campos de Sports de Ñuñoa, la película muestra los respectivos entrenamientos de los boxeadores en los días previos, una visita a las dependencias de los diarios La Nación y El Mercurio, y el detalle del público el día de la pelea, incluyendo la presencia del Presidente Arturo Alessandri Palma. Finalmente, Vicentini venció a Fernández, obteniendo el título sudamericano. (Del libro ""Sucesos recobrados. Filmografía del documental chileno (1897-1932)"", X. Vergara, A. Krebs, M. Morales, 2021).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres de esta tierra ;1923;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Carlos Borcosque;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Las primeras escenas de Hombres de esta tierra transcurren en una humilde pensión que sirve de marco a la amistad de un estudiante y un aprendiz de boxeador. Un día salen de paseo y se encuentran con una muchacha perseguida por cuatro sujetos. Acuden en su defensa y desde ese momento se suceden escenas de persecuciones y casualidades absurdas que desembocan finalmente en un alegre desenlace.(En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El libro de la vida ;1923;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Alberto Santana;Español;Español;Chile;Chile;NI;NI;NI;NI;NI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Las armas del odio ;1923;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Charles Sttaps;Español;Español;Chile;Chile;Chile;Chile;NI;NI;NI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lo que vi en Alemania ;1923;Largometraje documental ;NI; 35 mm ; Blanco & negro, Muda;Armando Rojas Castro;Español;Español;Chile;Chile;Alemania;Otro;Teatros Setiembre, Carrera, Brasil y O’Higgins;Chile;"Película sobre el país europeo realizada por los estudiantes chilenos Enrique Mann y Armando Rojas Castro, quien había incursionado tempranamente en el cine con la ficción Uno de abajo (1920). Más tarde, Rojas Castro viajó a Alemania a perfeccionarse, donde filmó Lo que vi en Alemania. Si bien fue exhibida en Chile en 1926, el registro personal de Armando Rojas Castro la data en 1923 y como un largometraje de ocho rollos. (Del libro ""Sucesos recobrados. Filmografía del documental chileno (1897-1932)"", X. Vergara, A. Krebs, M. Morales, 2021).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La copa del olvido ;1923;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Rafael Maluenda;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Se trata de una historia de amor ambientada en los principales puntos de reunión de la sociedad chilena, como lo eran las playas de Viña del Mar, el Club Hípico, la salida de la misa dominical en la Basilica de la Merced y otros lugares de moda.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Por la razón o la fuerza ;1923;Largometraje de ficción ;70; 35 mm ; Blanco & negro, Muda;Alberto Santana;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Una rica heredera del sur, un cazador de dotes y burlador de mujeres, y un roto que lleva sangre araucana en sus venas y sólo tiene su altivez y rebeldía. Junto a estos personajes y sus historias de desengaños y amores felices, está el paisaje: ranchos, sauces llorones, ríos y bosques. (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esclavitud ;1924;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Alberto Santana;Español;Español;Chile;Chile;Chile;Chile;Teatro Imperio;Chile;"Al frente del palacio de piedra de los Mc Auliffe Amenábar hay un castillo habitado por una condesa, mujer exótica de pasado misterioso. La acompaña una amiga, Madame Lulú, que revela en sus ojos profundos las noches de París y Montecarlo. Rubén, el hijo de los dueños del palacio ha abandonado su carrera de leyes para dedicarse al box, su padre lo ha echado de la casa, porque no puede tolerar en su hijo costumbres tan plebeyas en un palacio que ha mirado siempre hacia las cortes europeas… (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Un grito en el mar ;1924;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Pedro Sienna;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Basada en la obra teatral ""El Espía"". El país atraviesa por un conflicto internacional y la Escuadra debe partir a ejecutar ciertas maniobras. En la víspera, el teniente accede a acompañar a un oficial a un cabaret, ocasión que éste aprovecha para darle narcóticos e impedirle llegar a tiempo al barco. Superada la crisis, es condenado por alta traición y abandono de deberes. Mientras cumple su condena, su novia es raptada por el mismo sujeto causante de sus males. Pero un marino apodado “El Chilote” descubre al culpable, rescata a Graciela y logra que rehabiliten al teniente (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994).
Es la primera película chilena en recibir un premio internacional.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tacna y Arica ;1924;Largometraje documental ;62; 35 mm ; Blanco & negro, Muda;Renée Oro;Español;Español;Chile;Chile;Chile;Chile;Teatros Setiembre y Brasil;Chile;"Documental explícitamente propagandístico y nacionalista que pretendía demostrar lo vigorosa y próspera que se encontraba la provincia de Tacna, que en aquel entonces estaba en disputa, pero, bajo influencia, inversión y administración mayoritariamente chilena. 
 Según El Diario Ilustrado, la película sería enviada luego a Washington ""como complemento de la defensa de Chile ante el árbitro en la cuestión pendiente con el Perú”. Aún así, en 1929 y mediante el Tratado de Lima Tacna quedaría definitivamente bajo soberanía peruana, no así la provincia de Arica.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Los desheredados de la suerte ;1924;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Carlos Pellegrín;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Eugenio, un modesto muchacho es encarcelado por vengar a su hermana seducida por un aristócrata. La película muestra diversos pasajes de un sistema carcelario que impide a los jóvenes rehabilitarse. Al salir de la prisión empieza su dramático vagabundeo en busca de trabajo. Es rechazado en todas partes y termina en una banda de delincuentes. En uno de los asaltos Eugenio queda herido. Viene el reencuentro con sus padres, aparece la heroína, se enamoran y llega la rehabilitación definitiva (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La tarde era triste ;1924;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Luis Romero y Z.;Español;Español;Chile;Chile;Chile;Chile;Teatro Imperio;Chile;"Flor del Valle, tal es el nombre de la protagonista, huyó del pueblo agobiada por la tristeza que la causa la muerte de su madre. Exhausta cae desmayada a la puerta de la casa de un médico joven y famoso que se enamora de ella. Pero, el destino sigue conspirando, personificado en una viuda que, con raptos, intrigas y persecuciones casi desbarata los planes de los enamorados. Finalmente el bien se impone y Flor del Valle se casa con el médico. (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Monje ;1924;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Alberto Santana;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Inspirado en un poema de Pedro Antonio González. En la aldea del Santo Cristo transcurre la apacible vida de una madre, cuyo mayor anhelo es que su hijo único se haga monje. Pocos días antes de entrar al convento llegan al pueblo una hermosa forastera con su madre. Los jóvenes se enamoran perdidamente. Pero la madre, que en su fanatismo ha ofrecido a Dios la vida de su hijo, no vacila en recurrir a cualquier medio con tal de separarlos. Lo consigue, pero el muchacho, incapaz de soportar la vida en el convento, se vuelve loco. (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Músculo y cerebro ;1924;Largometraje documental ;NI; 35mm ; Blanco & negro, Muda;Carlos Borcosque;Español;Español;Chile;Chile;Chile;Chile;Hipódromo Circo;Chile;"Largometraje sobre el deporte chileno auspiciado por la revista Los Sports. En la cinta se presentaban figuras destacadas que habían aparecido en filmes anteriores, como el aviador Diego Aracena o los boxeadores Luis Vicentini y Juan Beiza. Además, aparecían deportistas ligados al tenis, natación, atletismo, regata y ciclismo. El documental tuvo una amplia cobertura y un importante crítico de cine de la época, el dramaturgo Antonio Acevedo Hernández, se refirió a este, resaltando las cualidades educativas del deporte y el impulso a la raza que generaría. (Del libro ""Sucesos recobrados. Filmografía del documental chileno (1897-1932)"", X. Vergara, A. Krebs, M. Morales, 2021).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Golondrina ;1924;Largometraje de ficción ;NI; 35 mm ; Blanco & negro teñido, Muda;Nicanor de la Sotta;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Maiga es una hermosa campesina que abandona su hogar para buscar en la ciudad un nuevo tipo de vida. Al poco tiempo, desesperada por el abandono del hombre que ama, va a trabajar a casa de Doña Chela, una mujer de dudosa reputación. A solicitud de su familia- que no sospecha de las nueva vida de Maiga- vuelve al campo y hace su vida de antaño. Se compromete con Tomás, un antiguo enamorado. La paz se quiebra cuando aparece Doña Chela que revela al padre de Maiga, la verdadera vida de su hija enChile. “A pesar de todo” su padre y su novio la perdonan, pero debe expiar su falta. A pocos días de contraer matrimonio muere de tuberculosis (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994).
 Tuvo un éxito inédito en su época, al punto de ser una de las películas chilenas más vistas de la historia.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bajo la mirada del Cristo Redentor ;1924;Largometraje de ficción ;80; 35 mm ; Blanco & negro, Muda;Roberto Idiaquez de la Fuente;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Narra el conflicto de un muchacho enamorado de una mujer abandonada por su marido. Las penurias del protagonista aumentan cuando se ve implicado en un crimen. Su hermana conoce al verdadero asesino, pero no puede testimoniar a su favor. La impresión la ha sumido en un estado de inconsciencia del cual se recupera poco antes de que se dicte la sentencia condenatoria sobre su hermano. (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agua de vertiente ;1924;Largometraje de ficción ;NI; 35 mm ; Blanco & negro, Muda;Antonio Acevedo Hernández;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Narra la historia de dos hombres, encarnación del bien y del mal, disputándose el amor de una mujer. Como telón de fondo desfila un mundo de pasiones, costumbres, sufrimientos y anhelos del pueblo chileno. Esta película contiene el primer desnudo femenino en la historia del cine chileno. (En libro ""Cine mudo chileno"". Eliana Jara Donoso.Chile, 1994)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
